round,day,month,year,season,hometeam,goalsht,goalsvt,visitingteam
13,20,7,2008,2008,Athletico-PR,3,1,Vasco
13,20,7,2008,2008,Santos,1,0,Sport
13,20,7,2008,2008,Goiás,3,2,Palmeiras
13,20,7,2008,2008,São Paulo,2,1,Botafogo
13,20,7,2008,2008,Flamengo,0,1,Vitória
13,20,7,2008,2008,Atlético-MG,3,2,Coritiba
14,23,7,2008,2008,Cruzeiro,0,1,Goiás
14,23,7,2008,2008,Coritiba,1,0,Ipatinga
14,23,7,2008,2008,Vitória,2,0,Náutico
14,23,7,2008,2008,Vasco,3,3,Fluminense
14,23,7,2008,2008,Portuguesa,2,2,Flamengo
14,23,7,2008,2008,Botafogo,4,0,Atlético-MG
14,23,7,2008,2008,Internacional,2,0,São Paulo
14,24,7,2008,2008,Palmeiras,4,2,Santos
14,24,7,2008,2008,Figueirense,1,7,Grêmio
14,24,7,2008,2008,Sport,1,0,Athletico-PR
15,26,7,2008,2008,Náutico,1,2,Coritiba
15,26,7,2008,2008,Ipatinga,1,0,Internacional
15,26,7,2008,2008,Fluminense,1,3,Cruzeiro
15,27,7,2008,2008,Grêmio,1,1,Palmeiras
15,27,7,2008,2008,Santos,5,2,Vasco
15,27,7,2008,2008,Goiás,1,2,Sport
15,27,7,2008,2008,Athletico-PR,0,0,Figueirense
15,27,7,2008,2008,Flamengo,0,0,Botafogo
15,27,7,2008,2008,Atlético-MG,2,1,Vitória
15,27,7,2008,2008,São Paulo,3,1,Portuguesa
16,30,7,2008,2008,Vitória,2,1,Athletico-PR
16,30,7,2008,2008,Cruzeiro,4,2,Náutico
16,30,7,2008,2008,Portuguesa,3,1,Fluminense
16,30,7,2008,2008,Botafogo,2,0,Goiás
16,30,7,2008,2008,Palmeiras,1,0,Flamengo
16,30,7,2008,2008,Figueirense,1,1,São Paulo
16,30,7,2008,2008,Internacional,0,1,Santos
16,31,7,2008,2008,Coritiba,0,1,Grêmio
16,31,7,2008,2008,Vasco,6,1,Atlético-MG
16,31,7,2008,2008,Sport,3,1,Ipatinga
17,2,8,2008,2008,Náutico,1,2,Figueirense
17,2,8,2008,2008,Goiás,4,0,Portuguesa
17,2,8,2008,2008,Fluminense,1,2,Internacional
17,3,8,2008,2008,Flamengo,1,2,Cruzeiro
17,3,8,2008,2008,Ipatinga,1,2,Palmeiras
17,3,8,2008,2008,São Paulo,4,0,Vasco
17,3,8,2008,2008,Grêmio,2,0,Vitória
17,3,8,2008,2008,Atlético-MG,2,1,Sport
17,3,8,2008,2008,Santos,1,3,Coritiba
17,3,8,2008,2008,Athletico-PR,0,3,Botafogo
18,6,8,2008,2008,Grêmio,1,0,Ipatinga
18,6,8,2008,2008,Vasco,0,2,Coritiba
18,6,8,2008,2008,Sport,2,0,Portuguesa
18,6,8,2008,2008,Athletico-PR,2,0,Náutico
18,6,8,2008,2008,Santos,2,3,Atlético-MG
18,6,8,2008,2008,Goiás,2,1,Flamengo
18,6,8,2008,2008,Fluminense,3,1,São Paulo
18,7,8,2008,2008,Cruzeiro,2,0,Internacional
18,7,8,2008,2008,Palmeiras,3,0,Vitória
18,7,8,2008,2008,Figueirense,1,2,Botafogo
19,9,8,2008,2008,Flamengo,1,0,Athletico-PR
19,9,8,2008,2008,Atlético-MG,0,4,Grêmio
19,9,8,2008,2008,São Paulo,2,1,Goiás
19,10,8,2008,2008,Portuguesa,2,1,Cruzeiro
19,10,8,2008,2008,Vitória,5,0,Vasco
19,10,8,2008,2008,Botafogo,1,0,Palmeiras
19,10,8,2008,2008,Coritiba,3,0,Sport
19,10,8,2008,2008,Ipatinga,2,1,Fluminense
19,10,8,2008,2008,Náutico,1,0,Santos
19,10,8,2008,2008,Internacional,1,1,Figueirense
20,16,8,2008,2008,Figueirense,2,1,Portuguesa
20,16,8,2008,2008,Cruzeiro,2,1,Vitória
20,16,8,2008,2008,Athletico-PR,5,0,Ipatinga
20,17,8,2008,2008,Vasco,4,0,Internacional
20,17,8,2008,2008,Grêmio,1,0,São Paulo
20,17,8,2008,2008,Santos,2,2,Flamengo
20,17,8,2008,2008,Goiás,3,0,Náutico
20,17,8,2008,2008,Sport,0,1,Botafogo
20,17,8,2008,2008,Palmeiras,1,0,Coritiba
20,17,8,2008,2008,Fluminense,1,0,Atlético-MG
21,20,8,2008,2008,Vitória,0,0,Sport
21,20,8,2008,2008,Coritiba,3,0,Figueirense
21,20,8,2008,2008,São Paulo,3,1,Athletico-PR
21,20,8,2008,2008,Botafogo,1,0,Cruzeiro
21,20,8,2008,2008,Ipatinga,1,1,Santos
21,20,8,2008,2008,Náutico,1,3,Fluminense
21,20,8,2008,2008,Internacional,4,1,Palmeiras
21,21,8,2008,2008,Flamengo,2,1,Grêmio
21,21,8,2008,2008,Atlético-MG,1,1,Goiás
21,21,8,2008,2008,Portuguesa,0,1,Vasco
22,23,8,2008,2008,Fluminense,1,1,Sport
22,23,8,2008,2008,Figueirense,1,2,Vitória
22,24,8,2008,2008,Ipatinga,1,0,Goiás
22,24,8,2008,2008,Palmeiras,4,2,Portuguesa
22,24,8,2008,2008,Coritiba,2,2,São Paulo
22,24,8,2008,2008,Santos,2,0,Cruzeiro
22,24,8,2008,2008,Internacional,1,1,Flamengo
22,24,8,2008,2008,Vasco,1,1,Botafogo
22,24,8,2008,2008,Atlético-MG,4,0,Athletico-PR
22,24,8,2008,2008,Náutico,1,1,Grêmio
23,30,8,2008,2008,Botafogo,1,1,Náutico
23,30,8,2008,2008,Vitória,0,0,Ipatinga
23,30,8,2008,2008,Goiás,2,0,Figueirense
23,31,8,2008,2008,São Paulo,0,0,Santos
23,31,8,2008,2008,Sport,1,0,Internacional
23,31,8,2008,2008,Athletico-PR,1,2,Palmeiras
23,31,8,2008,2008,Grêmio,2,1,Vasco
23,31,8,2008,2008,Flamengo,2,2,Fluminense
23,31,8,2008,2008,Cruzeiro,1,1,Coritiba
23,31,8,2008,2008,Portuguesa,1,1,Atlético-MG
24,3,9,2008,2008,Goiás,4,0,Athletico-PR
24,3,9,2008,2008,Santos,2,0,Vitória
24,3,9,2008,2008,Figueirense,2,3,Flamengo
24,3,9,2008,2008,Atlético-MG,1,1,São Paulo
24,4,9,2008,2008,Vasco,1,3,Cruzeiro
24,4,9,2008,2008,Palmeiras,0,3,Sport
24,6,9,2008,2008,Náutico,2,0,Ipatinga
24,6,9,2008,2008,Coritiba,0,1,Botafogo
24,6,9,2008,2008,Internacional,1,0,Portuguesa
24,6,9,2008,2008,Fluminense,0,0,Grêmio
25,13,9,2008,2008,Grêmio,1,2,Goiás
25,13,9,2008,2008,Athletico-PR,2,0,Portuguesa
25,13,9,2008,2008,Ipatinga,3,2,Atlético-MG
25,14,9,2008,2008,Vasco,1,3,Náutico
25,14,9,2008,2008,Cruzeiro,0,1,Palmeiras
25,14,9,2008,2008,São Paulo,2,0,Flamengo
25,14,9,2008,2008,Sport,5,0,Figueirense
25,14,9,2008,2008,Santos,2,1,Fluminense
25,14,9,2008,2008,Vitória,1,0,Coritiba
25,14,9,2008,2008,Botafogo,1,2,Internacional
26,20,9,2008,2008,Fluminense,2,3,Coritiba
26,20,9,2008,2008,Atlético-MG,2,1,Náutico
26,20,9,2008,2008,Goiás,4,1,Santos
26,21,9,2008,2008,Figueirense,3,4,Cruzeiro
26,21,9,2008,2008,Sport,0,0,São Paulo
26,21,9,2008,2008,Athletico-PR,0,0,Grêmio
26,21,9,2008,2008,Portuguesa,3,1,Botafogo
26,21,9,2008,2008,Flamengo,1,0,Ipatinga
26,21,9,2008,2008,Palmeiras,2,0,Vasco
26,21,9,2008,2008,Internacional,1,0,Vitória
27,27,9,2008,2008,Flamengo,2,1,Sport
27,27,9,2008,2008,Goiás,3,0,Vitória
27,27,9,2008,2008,Atlético-MG,0,0,Figueirense
27,28,9,2008,2008,Ipatinga,3,1,Vasco
27,28,9,2008,2008,São Paulo,2,0,Cruzeiro
27,28,9,2008,2008,Náutico,0,0,Palmeiras
27,28,9,2008,2008,Coritiba,1,1,Athletico-PR
27,28,9,2008,2008,Santos,1,1,Portuguesa
27,28,9,2008,2008,Internacional,4,1,Grêmio
27,28,9,2008,2008,Botafogo,1,1,Fluminense
28,1,10,2008,2008,Fluminense,1,1,Goiás
28,2,10,2008,2008,Vitória,3,1,Portuguesa
28,2,10,2008,2008,Cruzeiro,1,0,Sport
28,4,10,2008,2008,Grêmio,2,1,Botafogo
28,4,10,2008,2008,Ipatinga,1,3,São Paulo
28,4,10,2008,2008,Palmeiras,3,1,Atlético-MG
28,4,10,2008,2008,Vasco,2,4,Figueirense
28,4,10,2008,2008,Náutico,0,2,Flamengo
28,4,10,2008,2008,Coritiba,4,2,Internacional
28,4,10,2008,2008,Santos,4,0,Athletico-PR
29,8,10,2008,2008,Grêmio,2,0,Santos
29,8,10,2008,2008,Sport,2,2,Vasco
29,8,10,2008,2008,Figueirense,0,0,Palmeiras
29,9,10,2008,2008,Botafogo,3,1,Vitória
29,9,10,2008,2008,Cruzeiro,1,0,Ipatinga
29,9,10,2008,2008,São Paulo,1,0,Náutico
29,11,10,2008,2008,Flamengo,0,3,Atlético-MG
29,11,10,2008,2008,Athletico-PR,1,3,Fluminense
29,11,10,2008,2008,Portuguesa,0,0,Coritiba
29,11,10,2008,2008,Goiás,1,1,Internacional
30,18,10,2008,2008,Botafogo,0,1,Santos
30,18,10,2008,2008,Internacional,2,1,Athletico-PR
30,18,10,2008,2008,Figueirense,1,1,Ipatinga
30,19,10,2008,2008,Atlético-MG,0,2,Cruzeiro
30,19,10,2008,2008,Palmeiras,2,2,São Paulo
30,19,10,2008,2008,Vitória,2,2,Fluminense
30,19,10,2008,2008,Coritiba,1,1,Goiás
30,19,10,2008,2008,Vasco,0,1,Flamengo
30,19,10,2008,2008,Sport,2,2,Náutico
30,19,10,2008,2008,Portuguesa,2,0,Grêmio
31,22,10,2008,2008,Goiás,2,4,Vasco
31,23,10,2008,2008,São Paulo,2,1,Vitória
31,23,10,2008,2008,Flamengo,5,0,Coritiba
31,23,10,2008,2008,Grêmio,1,0,Sport
31,25,10,2008,2008,Fluminense,3,0,Palmeiras
31,25,10,2008,2008,Ipatinga,0,3,Botafogo
31,25,10,2008,2008,Atlético-MG,2,2,Internacional
31,25,10,2008,2008,Náutico,1,1,Portuguesa
31,25,10,2008,2008,Athletico-PR,1,0,Cruzeiro
31,25,10,2008,2008,Santos,3,0,Figueirense
32,29,10,2008,2008,Portuguesa,2,0,Ipatinga
32,29,10,2008,2008,Coritiba,2,1,Atlético-MG
32,29,10,2008,2008,Palmeiras,1,0,Goiás
32,29,10,2008,2008,Internacional,1,1,Náutico
32,29,10,2008,2008,Vitória,0,0,Flamengo
32,29,10,2008,2008,Botafogo,1,2,São Paulo
32,29,10,2008,2008,Cruzeiro,3,0,Grêmio
32,30,10,2008,2008,Vasco,2,2,Athletico-PR
32,30,10,2008,2008,Sport,1,1,Santos
32,5,11,2008,2008,Figueirense,0,1,Fluminense
33,1,11,2008,2008,Náutico,1,0,Vitória
33,1,11,2008,2008,Flamengo,2,2,Portuguesa
33,1,11,2008,2008,Ipatinga,2,0,Coritiba
33,2,11,2008,2008,Santos,1,2,Palmeiras
33,2,11,2008,2008,Goiás,3,0,Cruzeiro
33,2,11,2008,2008,Athletico-PR,1,0,Sport
33,2,11,2008,2008,Atlético-MG,2,1,Botafogo
33,2,11,2008,2008,São Paulo,3,0,Internacional
33,2,11,2008,2008,Grêmio,1,1,Figueirense
33,2,11,2008,2008,Fluminense,0,1,Vasco
34,8,11,2008,2008,Vasco,1,0,Santos
34,8,11,2008,2008,Figueirense,0,2,Athletico-PR
34,8,11,2008,2008,Portuguesa,2,3,São Paulo
34,9,11,2008,2008,Cruzeiro,1,0,Fluminense
34,9,11,2008,2008,Palmeiras,0,1,Grêmio
34,9,11,2008,2008,Sport,2,1,Goiás
34,9,11,2008,2008,Coritiba,0,0,Náutico
34,9,11,2008,2008,Vitória,0,1,Atlético-MG
34,9,11,2008,2008,Internacional,4,0,Ipatinga
34,9,11,2008,2008,Botafogo,0,1,Flamengo
35,12,11,2008,2008,Atlético-MG,4,1,Vasco
35,15,11,2008,2008,Ipatinga,3,0,Sport
35,15,11,2008,2008,Náutico,5,2,Cruzeiro
35,15,11,2008,2008,Fluminense,3,1,Portuguesa
35,16,11,2008,2008,Flamengo,5,2,Palmeiras
35,16,11,2008,2008,São Paulo,3,1,Figueirense
35,16,11,2008,2008,Goiás,3,1,Botafogo
35,16,11,2008,2008,Athletico-PR,2,1,Vitória
35,16,11,2008,2008,Santos,1,0,Internacional
35,16,11,2008,2008,Grêmio,2,1,Coritiba
36,20,11,2008,2008,Figueirense,4,3,Náutico
36,22,11,2008,2008,Botafogo,2,2,Athletico-PR
36,22,11,2008,2008,Portuguesa,0,0,Goiás
36,22,11,2008,2008,Coritiba,5,1,Santos
36,23,11,2008,2008,Vitória,4,2,Grêmio
36,23,11,2008,2008,Vasco,1,2,São Paulo
36,23,11,2008,2008,Cruzeiro,3,2,Flamengo
36,23,11,2008,2008,Palmeiras,2,0,Ipatinga
36,23,11,2008,2008,Sport,3,0,Atlético-MG
36,23,11,2008,2008,Internacional,0,2,Fluminense
37,30,11,2008,2008,Flamengo,3,3,Goiás
37,30,11,2008,2008,Ipatinga,1,4,Grêmio
37,30,11,2008,2008,Atlético-MG,0,0,Santos
37,30,11,2008,2008,São Paulo,1,1,Fluminense
37,30,11,2008,2008,Náutico,2,1,Athletico-PR
37,30,11,2008,2008,Coritiba,0,2,Vasco
37,30,11,2008,2008,Portuguesa,2,2,Sport
37,30,11,2008,2008,Vitória,0,0,Palmeiras
37,30,11,2008,2008,Internacional,1,0,Cruzeiro
37,30,11,2008,2008,Botafogo,1,3,Figueirense
38,7,12,2008,2008,Cruzeiro,4,1,Portuguesa
38,7,12,2008,2008,Figueirense,3,1,Internacional
38,7,12,2008,2008,Vasco,0,2,Vitória
38,7,12,2008,2008,Sport,4,3,Coritiba
38,7,12,2008,2008,Athletico-PR,5,3,Flamengo
38,7,12,2008,2008,Santos,0,0,Náutico
38,7,12,2008,2008,Goiás,0,1,São Paulo
38,7,12,2008,2008,Grêmio,2,0,Atlético-MG
38,7,12,2008,2008,Fluminense,1,1,Ipatinga
38,7,12,2008,2008,Palmeiras,0,1,Botafogo
1,9,5,2009,2009,Palmeiras,2,1,Coritiba
1,9,5,2009,2009,Sport,1,1,Barueri
1,9,5,2009,2009,Avaí,2,2,Atlético-MG
1,10,5,2009,2009,Athletico-PR,0,2,Vitória
1,10,5,2009,2009,Fluminense,1,0,São Paulo
1,10,5,2009,2009,Cruzeiro,2,0,Flamengo
1,10,5,2009,2009,Corinthians,0,1,Internacional
1,10,5,2009,2009,Grêmio,1,1,Santos
1,10,5,2009,2009,Goiás,3,3,Náutico
1,10,5,2009,2009,Santo André,1,1,Botafogo
2,16,5,2009,2009,Coritiba,2,4,Santo André
2,16,5,2009,2009,Atlético-MG,2,1,Grêmio
2,16,5,2009,2009,Flamengo,0,0,Avaí
2,17,5,2009,2009,Santos,3,3,Goiás
2,17,5,2009,2009,Barueri,0,0,Fluminense
2,17,5,2009,2009,Internacional,2,0,Palmeiras
2,17,5,2009,2009,São Paulo,2,2,Athletico-PR
2,17,5,2009,2009,Náutico,2,0,Cruzeiro
2,17,5,2009,2009,Botafogo,0,0,Corinthians
2,17,5,2009,2009,Vitória,1,0,Sport
3,23,5,2009,2009,Corinthians,2,1,Barueri
3,23,5,2009,2009,Cruzeiro,2,0,Vitória
3,23,5,2009,2009,Goiás,0,1,Internacional
3,24,5,2009,2009,Grêmio,2,0,Botafogo
3,24,5,2009,2009,Palmeiras,0,0,São Paulo
3,24,5,2009,2009,Athletico-PR,2,3,Náutico
3,24,5,2009,2009,Fluminense,1,4,Santos
3,24,5,2009,2009,Santo André,1,2,Flamengo
3,24,5,2009,2009,Avaí,2,2,Coritiba
3,24,5,2009,2009,Sport,2,3,Atlético-MG
4,30,5,2009,2009,Coritiba,1,3,Goiás
4,30,5,2009,2009,Atlético-MG,0,0,Santo André
4,30,5,2009,2009,Botafogo,2,2,Sport
4,31,5,2009,2009,Náutico,1,1,Fluminense
4,31,5,2009,2009,São Paulo,3,0,Cruzeiro
4,31,5,2009,2009,Santos,3,1,Corinthians
4,31,5,2009,2009,Flamengo,2,1,Athletico-PR
4,31,5,2009,2009,Vitória,1,0,Grêmio
4,31,5,2009,2009,Internacional,2,1,Avaí
4,31,5,2009,2009,Barueri,2,2,Palmeiras
5,4,6,2009,2009,Santo André,3,3,Santos
5,4,6,2009,2009,Grêmio,3,0,Náutico
5,6,6,2009,2009,Corinthians,2,0,Coritiba
5,7,6,2009,2009,Palmeiras,2,1,Vitória
5,7,6,2009,2009,Avaí,0,0,São Paulo
5,7,6,2009,2009,Sport,4,2,Flamengo
5,7,6,2009,2009,Athletico-PR,0,4,Atlético-MG
5,7,6,2009,2009,Cruzeiro,1,1,Internacional
5,7,6,2009,2009,Fluminense,1,0,Botafogo
5,7,6,2009,2009,Goiás,2,2,Barueri
6,13,6,2009,2009,Sport,0,1,Athletico-PR
6,13,6,2009,2009,Botafogo,2,0,Santos
6,13,6,2009,2009,São Paulo,1,1,Santo André
6,14,6,2009,2009,Fluminense,0,0,Grêmio
6,14,6,2009,2009,Goiás,0,0,Corinthians
6,14,6,2009,2009,Atlético-MG,3,0,Náutico
6,14,6,2009,2009,Coritiba,5,0,Flamengo
6,14,6,2009,2009,Palmeiras,3,1,Cruzeiro
6,14,6,2009,2009,Internacional,0,0,Vitória
6,14,6,2009,2009,Barueri,3,1,Avaí
7,20,6,2009,2009,Athletico-PR,2,2,Palmeiras
7,20,6,2009,2009,Santo André,2,1,Sport
7,20,6,2009,2009,Vitória,4,3,Botafogo
7,20,6,2009,2009,Grêmio,2,2,Goiás
7,20,6,2009,2009,Náutico,0,1,Coritiba
7,20,6,2009,2009,Avaí,3,2,Fluminense
7,21,6,2009,2009,Corinthians,3,1,São Paulo
7,21,6,2009,2009,Flamengo,4,0,Internacional
7,21,6,2009,2009,Santos,2,3,Atlético-MG
7,21,6,2009,2009,Cruzeiro,2,4,Barueri
8,27,6,2009,2009,Athletico-PR,1,0,Corinthians
8,27,6,2009,2009,São Paulo,2,0,Náutico
8,27,6,2009,2009,Barueri,4,2,Atlético-MG
8,27,6,2009,2009,Cruzeiro,1,0,Avaí
8,27,6,2009,2009,Botafogo,1,4,Goiás
8,28,6,2009,2009,Internacional,3,0,Coritiba
8,28,6,2009,2009,Palmeiras,1,1,Santos
8,28,6,2009,2009,Vitória,4,1,Santo André
8,28,6,2009,2009,Sport,3,1,Grêmio
8,28,6,2009,2009,Fluminense,0,0,Flamengo
9,4,7,2009,2009,Santo André,1,1,Barueri
9,4,7,2009,2009,Flamengo,2,1,Vitória
9,4,7,2009,2009,Santos,1,0,Sport
9,5,7,2009,2009,Coritiba,2,0,São Paulo
9,5,7,2009,2009,Goiás,1,0,Cruzeiro
9,5,7,2009,2009,Grêmio,4,1,Athletico-PR
9,5,7,2009,2009,Atlético-MG,1,1,Botafogo
9,5,7,2009,2009,Náutico,0,2,Internacional
9,5,7,2009,2009,Avaí,0,3,Palmeiras
9,8,7,2009,2009,Corinthians,4,2,Fluminense
10,11,7,2009,2009,Palmeiras,4,1,Náutico
10,11,7,2009,2009,Avaí,1,2,Botafogo
10,11,7,2009,2009,Barueri,3,1,Coritiba
10,12,7,2009,2009,Cruzeiro,0,3,Atlético-MG
10,12,7,2009,2009,Grêmio,3,0,Corinthians
10,12,7,2009,2009,Athletico-PR,3,2,Internacional
10,12,7,2009,2009,São Paulo,2,2,Flamengo
10,12,7,2009,2009,Vitória,6,2,Santos
10,12,7,2009,2009,Sport,1,0,Goiás
10,12,7,2009,2009,Fluminense,0,1,Santo André
11,15,7,2009,2009,Coritiba,2,1,Grêmio
11,15,7,2009,2009,Goiás,0,2,Avaí
11,15,7,2009,2009,Santo André,1,0,Athletico-PR
11,15,7,2009,2009,Santos,3,3,Barueri
11,15,7,2009,2009,Flamengo,1,2,Palmeiras
11,15,7,2009,2009,Internacional,4,2,Fluminense
11,16,7,2009,2009,Atlético-MG,2,0,São Paulo
11,16,7,2009,2009,Corinthians,4,3,Sport
11,16,7,2009,2009,Náutico,1,1,Vitória
11,27,8,2009,2009,Botafogo,1,1,Cruzeiro
12,18,7,2009,2009,Fluminense,1,4,Goiás
12,18,7,2009,2009,Palmeiras,1,0,Santo André
12,19,7,2009,2009,Cruzeiro,1,2,Corinthians
12,19,7,2009,2009,Vitória,0,0,Atlético-MG
12,19,7,2009,2009,Athletico-PR,0,0,Coritiba
12,19,7,2009,2009,Grêmio,2,1,Internacional
12,19,7,2009,2009,São Paulo,2,1,Santos
12,19,7,2009,2009,Sport,1,3,Avaí
12,19,7,2009,2009,Barueri,4,0,Náutico
12,19,7,2009,2009,Botafogo,2,2,Flamengo
13,22,7,2009,2009,Avaí,1,0,Grêmio
13,22,7,2009,2009,Santo André,0,2,Cruzeiro
13,22,7,2009,2009,Flamengo,1,1,Barueri
13,22,7,2009,2009,Santos,1,0,Athletico-PR
13,22,7,2009,2009,Goiás,2,1,Palmeiras
13,22,7,2009,2009,Náutico,2,2,Botafogo
13,22,7,2009,2009,Internacional,2,2,São Paulo
13,23,7,2009,2009,Coritiba,1,1,Sport
13,23,7,2009,2009,Corinthians,2,1,Vitória
13,23,7,2009,2009,Atlético-MG,2,1,Fluminense
14,25,7,2009,2009,Athletico-PR,1,3,Avaí
14,25,7,2009,2009,Grêmio,3,2,Santo André
14,25,7,2009,2009,Botafogo,3,2,Internacional
14,26,7,2009,2009,Atlético-MG,0,1,Goiás
14,26,7,2009,2009,Santos,1,2,Flamengo
14,26,7,2009,2009,Corinthians,0,3,Palmeiras
14,26,7,2009,2009,Sport,3,3,Náutico
14,26,7,2009,2009,Barueri,1,2,São Paulo
14,26,7,2009,2009,Fluminense,1,1,Cruzeiro
14,26,7,2009,2009,Vitória,1,0,Coritiba
15,29,7,2009,2009,Coritiba,2,2,Botafogo
15,29,7,2009,2009,Náutico,1,2,Santos
15,29,7,2009,2009,Goiás,3,0,Athletico-PR
15,29,7,2009,2009,Internacional,3,2,Barueri
15,29,7,2009,2009,Cruzeiro,1,0,Sport
15,29,7,2009,2009,Santo André,1,1,Corinthians
15,29,7,2009,2009,Palmeiras,1,0,Fluminense
15,30,7,2009,2009,Flamengo,3,1,Atlético-MG
15,30,7,2009,2009,São Paulo,2,1,Grêmio
15,30,7,2009,2009,Avaí,4,0,Vitória
16,1,8,2009,2009,Botafogo,2,1,Barueri
16,1,8,2009,2009,Sport,0,1,Palmeiras
16,2,8,2009,2009,Corinthians,0,0,Avaí
16,2,8,2009,2009,Athletico-PR,1,0,Fluminense
16,2,8,2009,2009,Vitória,0,1,São Paulo
16,2,8,2009,2009,Flamengo,1,1,Náutico
16,2,8,2009,2009,Grêmio,4,1,Cruzeiro
16,2,8,2009,2009,Atlético-MG,3,2,Coritiba
16,2,8,2009,2009,Santo André,1,2,Goiás
16,26,8,2009,2009,Santos,3,3,Internacional
17,5,8,2009,2009,Cruzeiro,0,2,Athletico-PR
17,5,8,2009,2009,São Paulo,3,1,Botafogo
17,5,8,2009,2009,Avaí,1,0,Santo André
17,5,8,2009,2009,Náutico,1,0,Corinthians
17,5,8,2009,2009,Goiás,3,2,Flamengo
17,5,8,2009,2009,Coritiba,0,1,Santos
17,6,8,2009,2009,Barueri,4,0,Vitória
17,6,8,2009,2009,Palmeiras,1,1,Grêmio
17,6,8,2009,2009,Fluminense,5,1,Sport
17,2,9,2009,2009,Internacional,3,0,Atlético-MG
18,8,8,2009,2009,Náutico,2,1,Santo André
18,8,8,2009,2009,Botafogo,0,1,Athletico-PR
18,8,8,2009,2009,Santos,2,2,Avaí
18,9,8,2009,2009,Vitória,2,2,Fluminense
18,9,8,2009,2009,Flamengo,1,0,Corinthians
18,9,8,2009,2009,Coritiba,1,3,Cruzeiro
18,9,8,2009,2009,Barueri,1,0,Grêmio
18,9,8,2009,2009,São Paulo,3,1,Goiás
18,10,8,2009,2009,Internacional,3,0,Sport
18,12,8,2009,2009,Atlético-MG,1,1,Palmeiras
19,15,8,2009,2009,Palmeiras,1,1,Botafogo
19,15,8,2009,2009,Avaí,2,1,Náutico
19,15,8,2009,2009,Santo André,0,2,Internacional
19,16,8,2009,2009,Corinthians,2,0,Atlético-MG
19,16,8,2009,2009,Sport,1,2,São Paulo
19,16,8,2009,2009,Grêmio,4,1,Flamengo
19,16,8,2009,2009,Fluminense,1,3,Coritiba
19,16,8,2009,2009,Goiás,3,2,Vitória
19,16,8,2009,2009,Cruzeiro,0,0,Santos
19,16,8,2009,2009,Athletico-PR,3,0,Barueri
20,19,8,2009,2009,Santos,1,0,Grêmio
20,19,8,2009,2009,Vitória,2,1,Athletico-PR
20,19,8,2009,2009,Botafogo,1,2,Santo André
20,19,8,2009,2009,Barueri,2,1,Sport
20,19,8,2009,2009,Internacional,1,2,Corinthians
20,19,8,2009,2009,Coritiba,1,0,Palmeiras
20,19,8,2009,2009,São Paulo,1,0,Fluminense
20,20,8,2009,2009,Náutico,2,0,Goiás
20,20,8,2009,2009,Atlético-MG,2,2,Avaí
20,20,8,2009,2009,Flamengo,1,2,Cruzeiro
21,22,8,2009,2009,Santo André,1,0,Coritiba
21,22,8,2009,2009,Palmeiras,2,1,Internacional
21,22,8,2009,2009,Sport,2,0,Vitória
21,23,8,2009,2009,Corinthians,3,3,Botafogo
21,23,8,2009,2009,Athletico-PR,1,0,São Paulo
21,23,8,2009,2009,Grêmio,4,1,Atlético-MG
21,23,8,2009,2009,Fluminense,0,0,Barueri
21,23,8,2009,2009,Avaí,3,0,Flamengo
21,23,8,2009,2009,Cruzeiro,4,2,Náutico
21,23,8,2009,2009,Goiás,2,1,Santos
22,26,8,2009,2009,Barueri,2,2,Corinthians
22,29,8,2009,2009,Coritiba,2,0,Avaí
22,29,8,2009,2009,Náutico,3,0,Athletico-PR
22,29,8,2009,2009,Flamengo,3,0,Santo André
22,29,8,2009,2009,Atlético-MG,1,1,Sport
22,29,8,2009,2009,São Paulo,0,0,Palmeiras
22,29,8,2009,2009,Santos,2,0,Fluminense
22,29,8,2009,2009,Internacional,4,0,Goiás
22,29,8,2009,2009,Botafogo,3,3,Grêmio
22,29,8,2009,2009,Vitória,3,3,Cruzeiro
23,2,9,2009,2009,Corinthians,2,1,Santos
23,5,9,2009,2009,Sport,2,1,Botafogo
23,5,9,2009,2009,Grêmio,1,1,Vitória
23,5,9,2009,2009,Palmeiras,2,1,Barueri
23,6,9,2009,2009,Cruzeiro,1,2,São Paulo
23,6,9,2009,2009,Goiás,2,2,Coritiba
23,6,9,2009,2009,Athletico-PR,0,0,Flamengo
23,5,9,2009,2009,Avaí,1,2,Internacional
23,5,9,2009,2009,Santo André,1,2,Atlético-MG
23,5,9,2009,2009,Fluminense,1,1,Náutico
24,12,9,2009,2009,São Paulo,2,0,Avaí
24,12,9,2009,2009,Flamengo,3,0,Sport
24,13,9,2009,2009,Santos,1,0,Santo André
24,13,9,2009,2009,Internacional,2,3,Cruzeiro
24,13,9,2009,2009,Atlético-MG,2,1,Athletico-PR
24,13,9,2009,2009,Vitória,3,2,Palmeiras
24,13,9,2009,2009,Botafogo,0,0,Fluminense
24,13,9,2009,2009,Barueri,3,1,Goiás
24,13,9,2009,2009,Náutico,0,2,Grêmio
24,16,9,2009,2009,Coritiba,1,1,Corinthians
25,19,9,2009,2009,Vitória,2,0,Internacional
25,19,9,2009,2009,Athletico-PR,1,0,Sport
25,19,9,2009,2009,Náutico,0,0,Atlético-MG
25,20,9,2009,2009,Grêmio,5,1,Fluminense
25,20,9,2009,2009,Santo André,1,1,São Paulo
25,20,9,2009,2009,Avaí,4,0,Barueri
